2023-11-26 18:27:59,694 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-11-26 18:27:59,726 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-11-26 18:27:59,727 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-11-26 18:27:59,727 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-11-26 18:27:59,729 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-11-26 18:27:59,729 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-11-26 18:27:59,730 INFO  SwAddin.cs: 201 - Setting up command manager
2023-11-26 18:27:59,731 INFO  SwAddin.cs: 204 - Adding command manager
2023-11-26 18:27:59,733 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-11-26 18:27:59,733 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-11-26 18:27:59,734 INFO  SwAddin.cs: 210 - Adding event handlers
2023-11-26 18:27:59,736 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-11-26 19:00:44,167 INFO  SwAddin.cs: 294 - Assembly export called for file Gantry_asm.SLDASM
2023-11-26 19:00:44,169 INFO  SwAddin.cs: 299 - Save is required
2023-11-26 19:00:44,169 INFO  SwAddin.cs: 313 - Saving assembly
2023-11-26 19:00:45,561 INFO  SwAddin.cs: 316 - Opening property manager
2023-11-26 19:00:45,581 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gantry_asm.SLDASM
2023-11-26 19:00:45,588 INFO  ExportHelperExtension.cs: 1136 - Found 51 in Gantry_asm.SLDASM
2023-11-26 19:00:45,589 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gantry_asm.SLDASM
2023-11-26 19:00:45,590 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-11-26 19:00:45,591 INFO  ExportHelperExtension.cs: 1160 - 9 components to check
2023-11-26 19:00:45,592 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dgear_2-1
2023-11-26 19:00:45,593 INFO  ExportHelperExtension.cs: 1136 - Found 24 in dgear_2-1
2023-11-26 19:00:45,594 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dgear_2-1
2023-11-26 19:00:45,595 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TMS_gear-1
2023-11-26 19:00:45,595 INFO  ExportHelperExtension.cs: 1136 - Found 24 in TMS_gear-1
2023-11-26 19:00:45,596 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TMS_gear-1
2023-11-26 19:00:45,596 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dgear_center-1
2023-11-26 19:00:45,597 INFO  ExportHelperExtension.cs: 1136 - Found 24 in dgear_center-1
2023-11-26 19:00:45,597 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dgear_center-1
2023-11-26 19:00:45,598 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dgear_1-1
2023-11-26 19:00:45,599 INFO  ExportHelperExtension.cs: 1136 - Found 24 in dgear_1-1
2023-11-26 19:00:45,600 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dgear_1-1
2023-11-26 19:00:45,600 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gantry Base-1
2023-11-26 19:00:45,601 INFO  ExportHelperExtension.cs: 1136 - Found 60 in Gantry Base-1
2023-11-26 19:00:45,602 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gantry Base-1
2023-11-26 19:00:45,602 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gantry Y-Frame-1
2023-11-26 19:00:45,603 INFO  ExportHelperExtension.cs: 1136 - Found 50 in Gantry Y-Frame-1
2023-11-26 19:00:45,604 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gantry Y-Frame-1
2023-11-26 19:00:45,604 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rotating Arm-1
2023-11-26 19:00:45,605 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Rotating Arm-1
2023-11-26 19:00:45,606 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rotating Arm-1
2023-11-26 19:00:45,606 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gantry Z-Frame-1
2023-11-26 19:00:45,607 INFO  ExportHelperExtension.cs: 1136 - Found 52 in Gantry Z-Frame-1
2023-11-26 19:00:45,608 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gantry Z-Frame-1
2023-11-26 19:00:45,608 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gantry X-Frame-1
2023-11-26 19:00:45,609 INFO  ExportHelperExtension.cs: 1136 - Found 80 in Gantry X-Frame-1
